,O*NET-SOC Code,Title,Example,Hot Technology,In Demand
24972,31-2011.00,Occupational Therapy Assistants,BrainTrain SmartDriver,N,N
24973,31-2011.00,Occupational Therapy Assistants,Client caseload management software,N,N
24974,31-2011.00,Occupational Therapy Assistants,Database software,N,N
24975,31-2011.00,Occupational Therapy Assistants,dBASE,N,N
24976,31-2011.00,Occupational Therapy Assistants,eClinicalWorks EHR software,Y,N
24977,31-2011.00,Occupational Therapy Assistants,Email software,N,N
24978,31-2011.00,Occupational Therapy Assistants,Facebook,Y,N
24979,31-2011.00,Occupational Therapy Assistants,Fifth Walk BillingTracker,N,N
24980,31-2011.00,Occupational Therapy Assistants,FileMaker Pro,N,N
24981,31-2011.00,Occupational Therapy Assistants,Financial record software,N,N
24982,31-2011.00,Occupational Therapy Assistants,Graphics software,N,N
24983,31-2011.00,Occupational Therapy Assistants,Laboratory information system LIS,N,N
24984,31-2011.00,Occupational Therapy Assistants,Language arts educational software,N,N
24985,31-2011.00,Occupational Therapy Assistants,Math educational software,N,N
24986,31-2011.00,Occupational Therapy Assistants,Microsoft Access,Y,N
24987,31-2011.00,Occupational Therapy Assistants,Microsoft Excel,Y,N
24988,31-2011.00,Occupational Therapy Assistants,Microsoft Office software,Y,N
24989,31-2011.00,Occupational Therapy Assistants,Microsoft Outlook,Y,N
24990,31-2011.00,Occupational Therapy Assistants,Microsoft PowerPoint,Y,N
24991,31-2011.00,Occupational Therapy Assistants,Microsoft Windows,Y,N
24992,31-2011.00,Occupational Therapy Assistants,Microsoft Word,Y,N
24993,31-2011.00,Occupational Therapy Assistants,Patient documentation software,N,N
24994,31-2011.00,Occupational Therapy Assistants,Scheduling software,N,N
24995,31-2011.00,Occupational Therapy Assistants,Screen reader software,N,N
24996,31-2011.00,Occupational Therapy Assistants,SpectraSoft DocuPRO,N,N
24997,31-2011.00,Occupational Therapy Assistants,Spreadsheet software,N,N
24998,31-2011.00,Occupational Therapy Assistants,Text scanning software,N,N
24999,31-2011.00,Occupational Therapy Assistants,TheraClin Systems iMAPR,N,N
25000,31-2011.00,Occupational Therapy Assistants,Visual Health Information VHI PC-Kits,N,N
25001,31-2011.00,Occupational Therapy Assistants,Voice recognition software,N,N
25002,31-2011.00,Occupational Therapy Assistants,Web browser software,N,N
25003,31-2011.00,Occupational Therapy Assistants,Word processing software,N,N
25004,31-2012.00,Occupational Therapy Aides,Billing software,N,N
25005,31-2012.00,Occupational Therapy Aides,Electronic medical record EMR software,N,N
25006,31-2012.00,Occupational Therapy Aides,MEDITECH software,Y,N
25007,31-2012.00,Occupational Therapy Aides,Microsoft Access,Y,N
25008,31-2012.00,Occupational Therapy Aides,Microsoft Excel,Y,N
25009,31-2012.00,Occupational Therapy Aides,Microsoft Office software,Y,N
25010,31-2012.00,Occupational Therapy Aides,Microsoft Outlook,Y,N
25011,31-2012.00,Occupational Therapy Aides,Microsoft PowerPoint,Y,N
25012,31-2012.00,Occupational Therapy Aides,Microsoft Word,Y,N
25013,31-2012.00,Occupational Therapy Aides,Scheduling software,N,N
25014,31-2012.00,Occupational Therapy Aides,Word processing software,N,N
25015,31-2021.00,Physical Therapist Assistants,Accounting software,N,N
25016,31-2021.00,Physical Therapist Assistants,Arena Health Systems Phys-X,N,N
25017,31-2021.00,Physical Therapist Assistants,Beaver Creek Software The THERAPIST,N,N
25018,31-2021.00,Physical Therapist Assistants,Billing software,N,N
25019,31-2021.00,Physical Therapist Assistants,BioEx Systems Exercise Pro,N,N
25020,31-2021.00,Physical Therapist Assistants,Bookkeeping software,N,N
25021,31-2021.00,Physical Therapist Assistants,Client caseload management software,N,N
25022,31-2021.00,Physical Therapist Assistants,dBASE,N,N
25023,31-2021.00,Physical Therapist Assistants,Eazy Application Systems QuickEMR,N,N
25024,31-2021.00,Physical Therapist Assistants,eClinicalWorks EHR software,Y,N
25025,31-2021.00,Physical Therapist Assistants,Email software,N,N
25026,31-2021.00,Physical Therapist Assistants,FileMaker Pro,N,N
25027,31-2021.00,Physical Therapist Assistants,Knees Software PT DocTools,N,N
25028,31-2021.00,Physical Therapist Assistants,Laboratory information system LIS,N,N
25029,31-2021.00,Physical Therapist Assistants,Medical condition coding software,N,N
25030,31-2021.00,Physical Therapist Assistants,Microsoft Access,Y,N
25031,31-2021.00,Physical Therapist Assistants,Microsoft Excel,Y,N
25032,31-2021.00,Physical Therapist Assistants,Microsoft Office software,Y,N
25033,31-2021.00,Physical Therapist Assistants,Microsoft Outlook,Y,N
25034,31-2021.00,Physical Therapist Assistants,Microsoft PowerPoint,Y,N
25035,31-2021.00,Physical Therapist Assistants,Microsoft Windows,Y,N
25036,31-2021.00,Physical Therapist Assistants,Microsoft Word,Y,N
25037,31-2021.00,Physical Therapist Assistants,PhysioTools Tools RG,N,N
25038,31-2021.00,Physical Therapist Assistants,Rehab Documentation Company ReDoc Suite,N,N
25039,31-2021.00,Physical Therapist Assistants,Scheduling software,N,N
25040,31-2021.00,Physical Therapist Assistants,SpectraSoft AppointmentsPRO,N,N
25041,31-2021.00,Physical Therapist Assistants,SpectraSoft DocuPRO,N,N
25042,31-2021.00,Physical Therapist Assistants,Spreadsheet software,N,N
25043,31-2021.00,Physical Therapist Assistants,Summit Software CarePoint,N,N
25044,31-2021.00,Physical Therapist Assistants,TherAssist,N,N
25045,31-2021.00,Physical Therapist Assistants,Video game software,N,N
25046,31-2021.00,Physical Therapist Assistants,Virtual reality game software,N,N
25047,31-2021.00,Physical Therapist Assistants,Word processing software,N,N
25048,31-2022.00,Physical Therapist Aides,Epic Systems,Y,N
25049,31-2022.00,Physical Therapist Aides,Medical procedure coding software,N,N
25050,31-2022.00,Physical Therapist Aides,MEDITECH software,Y,N
25051,31-2022.00,Physical Therapist Aides,Microsoft Excel,Y,N
25052,31-2022.00,Physical Therapist Aides,Microsoft Office software,Y,N
25053,31-2022.00,Physical Therapist Aides,Microsoft Outlook,Y,N
25054,31-2022.00,Physical Therapist Aides,Microsoft Word,Y,N
25055,31-2022.00,Physical Therapist Aides,Patient record maintenance software,N,N
25056,31-2022.00,Physical Therapist Aides,Scheduling software,N,N
25057,31-2022.00,Physical Therapist Aides,Word processing software,N,N
25058,31-9011.00,Massage Therapists,AppointmentQuest Online Appointment Manager,N,N
25059,31-9011.00,Massage Therapists,ICS Software SammyUSA,N,N
25060,31-9011.00,Massage Therapists,Land Software Customer Pro-File,N,N
25061,31-9011.00,Massage Therapists,Massage Suite,N,N
25062,31-9011.00,Massage Therapists,Microsoft Excel,Y,N
25063,31-9011.00,Massage Therapists,Microsoft Word,Y,N
25064,31-9011.00,Massage Therapists,Scheduling software,N,N
25065,31-9011.00,Massage Therapists,Spreadsheet software,N,N
25066,31-9011.00,Massage Therapists,WinCity Custom Software WinCity Massage SOAP Notes,N,N
25067,31-9011.00,Massage Therapists,Word processing software,N,N
25068,31-9091.00,Dental Assistants,Email software,N,N
25069,31-9091.00,Dental Assistants,Henry Schein Dentrix,Y,Y
25070,31-9091.00,Dental Assistants,Kodak Dental Systems Kodak SOFTDENT Practice management software PMS,N,N
25071,31-9091.00,Dental Assistants,Microsoft Excel,Y,N
25072,31-9091.00,Dental Assistants,Microsoft Office software,Y,N
25073,31-9091.00,Dental Assistants,Open Dental,N,N
25074,31-9091.00,Dental Assistants,Patterson Dental Supply Patterson EagleSoft,N,N
25075,31-9091.00,Dental Assistants,Quicken,N,N
25076,31-9091.00,Dental Assistants,The Systems Workplace TDOCS,N,N
25077,31-9091.00,Dental Assistants,Web browser software,N,N
25078,31-9091.00,Dental Assistants,Word processing software,N,N
25079,31-9092.00,Medical Assistants,Appointment scheduling software,N,N
25080,31-9092.00,Medical Assistants,Billing software,N,N
25081,31-9092.00,Medical Assistants,Bookkeeping software,N,N
25082,31-9092.00,Medical Assistants,Business software applications,N,N
25083,31-9092.00,Medical Assistants,Data entry software,N,N
25084,31-9092.00,Medical Assistants,Database software,N,N
25085,31-9092.00,Medical Assistants,Diagnostic and procedural coding software,N,N
25086,31-9092.00,Medical Assistants,eClinicalWorks EHR software,Y,N
25087,31-9092.00,Medical Assistants,Electronic medical record EMR software,N,N
25088,31-9092.00,Medical Assistants,Email software,N,N
25089,31-9092.00,Medical Assistants,Epic Systems,Y,Y
25090,31-9092.00,Medical Assistants,GE Healthcare Centricity EMR,N,N
25091,31-9092.00,Medical Assistants,Healthcare common procedure coding system HCPCS,N,N
25092,31-9092.00,Medical Assistants,IDX Systems Patient Chart Tracking,N,N
25093,31-9092.00,Medical Assistants,Intuit QuickBooks,Y,N
25094,31-9092.00,Medical Assistants,Medical condition coding software,N,N
25095,31-9092.00,Medical Assistants,Medical procedure coding software,N,N
25096,31-9092.00,Medical Assistants,MEDITECH software,Y,N
25097,31-9092.00,Medical Assistants,Microsoft Access,Y,N
25098,31-9092.00,Medical Assistants,Microsoft Excel,Y,N
25099,31-9092.00,Medical Assistants,Microsoft Exchange,N,N
25100,31-9092.00,Medical Assistants,Microsoft Office software,Y,Y
25101,31-9092.00,Medical Assistants,Microsoft Outlook,Y,N
25102,31-9092.00,Medical Assistants,Microsoft PowerPoint,Y,N
25103,31-9092.00,Medical Assistants,Microsoft SharePoint,Y,N
25104,31-9092.00,Medical Assistants,Microsoft SharePoint Server,N,N
25105,31-9092.00,Medical Assistants,Microsoft Windows Vista Business,N,N
25106,31-9092.00,Medical Assistants,Microsoft Windows XP Professional,N,N
25107,31-9092.00,Medical Assistants,Microsoft Word,Y,N
25108,31-9092.00,Medical Assistants,Patient management software,N,N
25109,31-9092.00,Medical Assistants,Spreadsheet software,N,N
25110,31-9092.00,Medical Assistants,Visual electro diagnostic software,N,N
25111,31-9092.00,Medical Assistants,Web browser software,N,N
25112,31-9092.00,Medical Assistants,Word processing software,N,N
25113,31-9093.00,Medical Equipment Preparers,Calendar software,N,N
25114,31-9093.00,Medical Equipment Preparers,Database software,N,N
25115,31-9093.00,Medical Equipment Preparers,eClinicalWorks EHR software,Y,N
25116,31-9093.00,Medical Equipment Preparers,Email software,N,N
25117,31-9093.00,Medical Equipment Preparers,Inventory tracking software,N,N
25118,31-9093.00,Medical Equipment Preparers,Kronos Workforce Timekeeper,Y,N
25119,31-9093.00,Medical Equipment Preparers,McKesson ANSOS One-Staff,N,N
25120,31-9093.00,Medical Equipment Preparers,MEDITECH software,Y,N
25121,31-9093.00,Medical Equipment Preparers,MEDITECH Supply Chain Management,N,N
25122,31-9093.00,Medical Equipment Preparers,Microsoft Excel,Y,N
25123,31-9093.00,Medical Equipment Preparers,Microsoft Office software,Y,N
25124,31-9093.00,Medical Equipment Preparers,Microsoft Outlook,Y,N
25125,31-9093.00,Medical Equipment Preparers,Microsoft PowerPoint,Y,N
25126,31-9093.00,Medical Equipment Preparers,Microsoft SharePoint,Y,N
25127,31-9093.00,Medical Equipment Preparers,Microsoft SharePoint Server,N,N
25128,31-9093.00,Medical Equipment Preparers,Microsoft Word,Y,N
25129,31-9093.00,Medical Equipment Preparers,Pyxis MedStation software,N,N
25130,31-9093.00,Medical Equipment Preparers,Spreadsheet software,N,N
25131,31-9093.00,Medical Equipment Preparers,Word processing software,N,N
25132,31-9094.00,Medical Transcriptionists,Allscripts healthcare automation software,N,N
25133,31-9094.00,Medical Transcriptionists,Boston Bar Systems Corporation Sonnet,N,N
25134,31-9094.00,Medical Transcriptionists,Bytescribe Development Company WavPlayer,N,N
25135,31-9094.00,Medical Transcriptionists,Calendar software,N,N
25136,31-9094.00,Medical Transcriptionists,Corel WordPerfect Office Suite,N,N
25137,31-9094.00,Medical Transcriptionists,Crescendo Systems Corporation MedRite-XL,N,N
25138,31-9094.00,Medical Transcriptionists,Crescendo Systems DigiScribe-XL,N,N
25139,31-9094.00,Medical Transcriptionists,Database software,N,N
25140,31-9094.00,Medical Transcriptionists,dBASE Plus,N,N
25141,31-9094.00,Medical Transcriptionists,eClinicalWorks EHR software,Y,N
25142,31-9094.00,Medical Transcriptionists,Electronic medical record EMR systems,N,N
25143,31-9094.00,Medical Transcriptionists,Email software,N,N
25144,31-9094.00,Medical Transcriptionists,Emmaus MPWord,N,N
25145,31-9094.00,Medical Transcriptionists,FileMaker Pro,N,N
25146,31-9094.00,Medical Transcriptionists,g-net solutions MTP,N,N
25147,31-9094.00,Medical Transcriptionists,Healthcare common procedure coding system HCPCS,N,N
25148,31-9094.00,Medical Transcriptionists,Integrated Systems Management OmniMD,N,N
25149,31-9094.00,Medical Transcriptionists,Medical terminology databases,N,N
25150,31-9094.00,Medical Transcriptionists,MedQuist DocQment Enterprise Platform,N,N
25151,31-9094.00,Medical Transcriptionists,Microsoft Access,Y,N
25152,31-9094.00,Medical Transcriptionists,Microsoft ASP.NET,Y,N
25153,31-9094.00,Medical Transcriptionists,Microsoft Excel,Y,N
25154,31-9094.00,Medical Transcriptionists,Microsoft Office software,Y,Y
25155,31-9094.00,Medical Transcriptionists,Microsoft Outlook,Y,N
25156,31-9094.00,Medical Transcriptionists,Microsoft PowerPoint,Y,N
25157,31-9094.00,Medical Transcriptionists,Microsoft Windows,Y,N
25158,31-9094.00,Medical Transcriptionists,Microsoft Word,Y,N
25159,31-9094.00,Medical Transcriptionists,Narratek Smartype,N,N
25160,31-9094.00,Medical Transcriptionists,Nuance Dragon NaturallySpeaking,N,N
25161,31-9094.00,Medical Transcriptionists,Patient billing software,N,N
25162,31-9094.00,Medical Transcriptionists,PCC EHR,N,N
25163,31-9094.00,Medical Transcriptionists,Precision Data Solutions VoicePower,N,N
25164,31-9094.00,Medical Transcriptionists,Prognosis Innovation Healthcare ChartAccess,N,N
25165,31-9094.00,Medical Transcriptionists,SpectraMedi EasyFlow,N,N
25166,31-9094.00,Medical Transcriptionists,Speech recognition software,N,N
25167,31-9094.00,Medical Transcriptionists,SpeedType,N,N
25168,31-9094.00,Medical Transcriptionists,SpeedUp Trans,N,N
25169,31-9094.00,Medical Transcriptionists,Spellex AccuCount,N,N
25170,31-9094.00,Medical Transcriptionists,Spreadsheet software,N,N
25171,31-9094.00,Medical Transcriptionists,Sylvan Software Complete Medical Pharmaceutical Spell Checker,N,N
25172,31-9094.00,Medical Transcriptionists,Sylvan Software DropChute Pro,N,N
25173,31-9094.00,Medical Transcriptionists,Sylvan Software ShortCut,N,N
25174,31-9094.00,Medical Transcriptionists,Voice recognition software,N,N
25175,31-9094.00,Medical Transcriptionists,Web browser software,N,N
25176,31-9094.00,Medical Transcriptionists,Word processing software,N,N
25177,31-9094.00,Medical Transcriptionists,YouTube,N,N
25178,31-9095.00,Pharmacy Aides,Database software,N,N
25179,31-9095.00,Pharmacy Aides,Microsoft Excel,Y,Y
25180,31-9095.00,Pharmacy Aides,Microsoft Office software,Y,Y
25181,31-9095.00,Pharmacy Aides,Microsoft Outlook,Y,N
25182,31-9095.00,Pharmacy Aides,Microsoft PowerPoint,Y,N
25183,31-9095.00,Pharmacy Aides,Microsoft Windows,Y,N
25184,31-9095.00,Pharmacy Aides,Microsoft Word,Y,N
25185,31-9095.00,Pharmacy Aides,Spreadsheet software,N,N
25186,31-9095.00,Pharmacy Aides,Word processing software,N,N
25187,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,IDEXX Laboratories IDEXX Cornerstone,N,N
25188,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,Labeling software,N,N
25189,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,McAllister Software Systems AVImark,N,N
25190,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,Medical software,N,N
25191,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,Microsoft Access,Y,N
25192,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,Microsoft Excel,Y,N
25193,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,Microsoft Office software,Y,N
25194,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,Microsoft Outlook,Y,N
25195,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,Microsoft PowerPoint,Y,N
25196,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,Microsoft Word,Y,N
