,O*NET-SOC Code,Title,Element Name,Data Value
56984,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Mathematics,2.17
56992,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Psychology,2.29
57018,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Telecommunications,2.37
57002,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Education and Training,2.56
57016,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Law and Government,2.6
56966,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Customer and Personal Service,2.77
57004,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",English Language,3.16
56982,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Mechanical,3.3
57014,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Public Safety and Security,3.46
57022,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Transportation,3.85
57074,53-4031.00,Railroad Conductors and Yardmasters,Fine Arts,1.29
57072,53-4031.00,Railroad Conductors and Yardmasters,Foreign Language,1.31
57038,53-4031.00,Railroad Conductors and Yardmasters,Food Production,1.43
57046,53-4031.00,Railroad Conductors and Yardmasters,Building and Construction,1.49
57078,53-4031.00,Railroad Conductors and Yardmasters,Philosophy and Theology,1.55
57076,53-4031.00,Railroad Conductors and Yardmasters,History and Archeology,1.56
57044,53-4031.00,Railroad Conductors and Yardmasters,Design,1.58
57028,53-4031.00,Railroad Conductors and Yardmasters,Economics and Accounting,1.63
57056,53-4031.00,Railroad Conductors and Yardmasters,Biology,1.67
57064,53-4031.00,Railroad Conductors and Yardmasters,Medicine and Dentistry,1.85
57060,53-4031.00,Railroad Conductors and Yardmasters,Sociology and Anthropology,1.89
57030,53-4031.00,Railroad Conductors and Yardmasters,Sales and Marketing,1.9
57036,53-4031.00,Railroad Conductors and Yardmasters,Production and Processing,2.0
57066,53-4031.00,Railroad Conductors and Yardmasters,Therapy and Counseling,2.06
57042,53-4031.00,Railroad Conductors and Yardmasters,Engineering and Technology,2.12
57034,53-4031.00,Railroad Conductors and Yardmasters,Personnel and Human Resources,2.2
57086,53-4031.00,Railroad Conductors and Yardmasters,Communications and Media,2.28
57058,53-4031.00,Railroad Conductors and Yardmasters,Psychology,2.31
57026,53-4031.00,Railroad Conductors and Yardmasters,Administrative,2.34
57062,53-4031.00,Railroad Conductors and Yardmasters,Geography,2.4
57052,53-4031.00,Railroad Conductors and Yardmasters,Physics,2.42
57054,53-4031.00,Railroad Conductors and Yardmasters,Chemistry,2.49
57024,53-4031.00,Railroad Conductors and Yardmasters,Administration and Management,2.64
57050,53-4031.00,Railroad Conductors and Yardmasters,Mathematics,2.68
57040,53-4031.00,Railroad Conductors and Yardmasters,Computers and Electronics,2.79
57048,53-4031.00,Railroad Conductors and Yardmasters,Mechanical,2.87
57084,53-4031.00,Railroad Conductors and Yardmasters,Telecommunications,2.89
57032,53-4031.00,Railroad Conductors and Yardmasters,Customer and Personal Service,2.94
57082,53-4031.00,Railroad Conductors and Yardmasters,Law and Government,3.01
57068,53-4031.00,Railroad Conductors and Yardmasters,Education and Training,3.11
57070,53-4031.00,Railroad Conductors and Yardmasters,English Language,3.46
57088,53-4031.00,Railroad Conductors and Yardmasters,Transportation,3.95
57080,53-4031.00,Railroad Conductors and Yardmasters,Public Safety and Security,3.98
57104,53-4041.00,Subway and Streetcar Operators,Food Production,1.0
57140,53-4041.00,Subway and Streetcar Operators,Fine Arts,1.1
57130,53-4041.00,Subway and Streetcar Operators,Medicine and Dentistry,1.17
57122,53-4041.00,Subway and Streetcar Operators,Biology,1.23
57096,53-4041.00,Subway and Streetcar Operators,Sales and Marketing,1.24
57142,53-4041.00,Subway and Streetcar Operators,History and Archeology,1.24
57132,53-4041.00,Subway and Streetcar Operators,Therapy and Counseling,1.28
57144,53-4041.00,Subway and Streetcar Operators,Philosophy and Theology,1.29
57094,53-4041.00,Subway and Streetcar Operators,Economics and Accounting,1.39
57110,53-4041.00,Subway and Streetcar Operators,Design,1.4
57112,53-4041.00,Subway and Streetcar Operators,Building and Construction,1.42
57120,53-4041.00,Subway and Streetcar Operators,Chemistry,1.46
57102,53-4041.00,Subway and Streetcar Operators,Production and Processing,1.56
57118,53-4041.00,Subway and Streetcar Operators,Physics,1.68
57128,53-4041.00,Subway and Streetcar Operators,Geography,1.69
57126,53-4041.00,Subway and Streetcar Operators,Sociology and Anthropology,1.74
57138,53-4041.00,Subway and Streetcar Operators,Foreign Language,1.76
57092,53-4041.00,Subway and Streetcar Operators,Administrative,1.79
57116,53-4041.00,Subway and Streetcar Operators,Mathematics,1.91
57100,53-4041.00,Subway and Streetcar Operators,Personnel and Human Resources,1.99
57108,53-4041.00,Subway and Streetcar Operators,Engineering and Technology,2.02
57152,53-4041.00,Subway and Streetcar Operators,Communications and Media,2.12
57106,53-4041.00,Subway and Streetcar Operators,Computers and Electronics,2.19
57124,53-4041.00,Subway and Streetcar Operators,Psychology,2.24
57148,53-4041.00,Subway and Streetcar Operators,Law and Government,2.32
57090,53-4041.00,Subway and Streetcar Operators,Administration and Management,2.51
57114,53-4041.00,Subway and Streetcar Operators,Mechanical,2.57
57150,53-4041.00,Subway and Streetcar Operators,Telecommunications,2.6
57134,53-4041.00,Subway and Streetcar Operators,Education and Training,2.78
57136,53-4041.00,Subway and Streetcar Operators,English Language,3.19
57098,53-4041.00,Subway and Streetcar Operators,Customer and Personal Service,3.66
57146,53-4041.00,Subway and Streetcar Operators,Public Safety and Security,3.91
57154,53-4041.00,Subway and Streetcar Operators,Transportation,4.38
57206,53-5011.00,Sailors and Marine Oilers,Fine Arts,1.01
57204,53-5011.00,Sailors and Marine Oilers,Foreign Language,1.03
57210,53-5011.00,Sailors and Marine Oilers,Philosophy and Theology,1.26
57162,53-5011.00,Sailors and Marine Oilers,Sales and Marketing,1.28
57160,53-5011.00,Sailors and Marine Oilers,Economics and Accounting,1.32
57208,53-5011.00,Sailors and Marine Oilers,History and Archeology,1.36
57192,53-5011.00,Sailors and Marine Oilers,Sociology and Anthropology,1.37
57198,53-5011.00,Sailors and Marine Oilers,Therapy and Counseling,1.39
57188,53-5011.00,Sailors and Marine Oilers,Biology,1.56
57176,53-5011.00,Sailors and Marine Oilers,Design,1.57
57172,53-5011.00,Sailors and Marine Oilers,Computers and Electronics,1.75
57178,53-5011.00,Sailors and Marine Oilers,Building and Construction,1.75
57190,53-5011.00,Sailors and Marine Oilers,Psychology,1.83
57166,53-5011.00,Sailors and Marine Oilers,Personnel and Human Resources,1.87
57170,53-5011.00,Sailors and Marine Oilers,Food Production,2.12
57216,53-5011.00,Sailors and Marine Oilers,Telecommunications,2.15
57174,53-5011.00,Sailors and Marine Oilers,Engineering and Technology,2.17
57184,53-5011.00,Sailors and Marine Oilers,Physics,2.24
57194,53-5011.00,Sailors and Marine Oilers,Geography,2.31
57186,53-5011.00,Sailors and Marine Oilers,Chemistry,2.35
57196,53-5011.00,Sailors and Marine Oilers,Medicine and Dentistry,2.36
57218,53-5011.00,Sailors and Marine Oilers,Communications and Media,2.41
57214,53-5011.00,Sailors and Marine Oilers,Law and Government,2.43
57168,53-5011.00,Sailors and Marine Oilers,Production and Processing,2.48
57158,53-5011.00,Sailors and Marine Oilers,Administrative,2.5
57164,53-5011.00,Sailors and Marine Oilers,Customer and Personal Service,2.63
57182,53-5011.00,Sailors and Marine Oilers,Mathematics,2.77
57202,53-5011.00,Sailors and Marine Oilers,English Language,2.85
57156,53-5011.00,Sailors and Marine Oilers,Administration and Management,2.94
57200,53-5011.00,Sailors and Marine Oilers,Education and Training,2.95
57180,53-5011.00,Sailors and Marine Oilers,Mechanical,3.0
57220,53-5011.00,Sailors and Marine Oilers,Transportation,3.06
57212,53-5011.00,Sailors and Marine Oilers,Public Safety and Security,3.24
57272,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Fine Arts,1.13
57270,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Foreign Language,1.38
57276,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Philosophy and Theology,1.46
57274,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",History and Archeology,1.62
57236,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Food Production,1.68
57258,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Sociology and Anthropology,1.7
57264,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Therapy and Counseling,1.72
57228,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Sales and Marketing,1.79
57226,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Economics and Accounting,1.82
57254,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Biology,1.83
57242,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Design,2.06
57244,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Building and Construction,2.2
57262,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Medicine and Dentistry,2.26
57252,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Chemistry,2.28
57284,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Communications and Media,2.3
57234,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Production and Processing,2.37
57224,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Administrative,2.5
57250,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Physics,2.56
57240,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Engineering and Technology,2.57
57232,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Personnel and Human Resources,2.69
57256,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Psychology,2.7
57238,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Computers and Electronics,2.78
57282,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Telecommunications,2.87
57248,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Mathematics,2.91
57266,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Education and Training,3.12
57230,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Customer and Personal Service,3.16
57222,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Administration and Management,3.19
57260,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Geography,3.27
57268,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",English Language,3.31
57280,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Law and Government,3.37
57246,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Mechanical,3.43
57278,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Public Safety and Security,3.82
57286,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Transportation,4.13
57338,53-5022.00,Motorboat Operators,Fine Arts,1.02
57342,53-5022.00,Motorboat Operators,Philosophy and Theology,1.11
57330,53-5022.00,Motorboat Operators,Therapy and Counseling,1.32
57340,53-5022.00,Motorboat Operators,History and Archeology,1.37
57292,53-5022.00,Motorboat Operators,Economics and Accounting,1.56
57318,53-5022.00,Motorboat Operators,Chemistry,1.59
57336,53-5022.00,Motorboat Operators,Foreign Language,1.6
57320,53-5022.00,Motorboat Operators,Biology,1.87
57328,53-5022.00,Motorboat Operators,Medicine and Dentistry,1.87
57302,53-5022.00,Motorboat Operators,Food Production,1.88
57324,53-5022.00,Motorboat Operators,Sociology and Anthropology,1.95
57308,53-5022.00,Motorboat Operators,Design,1.97
57294,53-5022.00,Motorboat Operators,Sales and Marketing,2.14
57316,53-5022.00,Motorboat Operators,Physics,2.16
57300,53-5022.00,Motorboat Operators,Production and Processing,2.35
57322,53-5022.00,Motorboat Operators,Psychology,2.36
57350,53-5022.00,Motorboat Operators,Communications and Media,2.43
57310,53-5022.00,Motorboat Operators,Building and Construction,2.44
57314,53-5022.00,Motorboat Operators,Mathematics,2.53
57290,53-5022.00,Motorboat Operators,Administrative,2.57
57304,53-5022.00,Motorboat Operators,Computers and Electronics,2.65
57346,53-5022.00,Motorboat Operators,Law and Government,2.66
57306,53-5022.00,Motorboat Operators,Engineering and Technology,2.74
57348,53-5022.00,Motorboat Operators,Telecommunications,2.92
57288,53-5022.00,Motorboat Operators,Administration and Management,2.93
57298,53-5022.00,Motorboat Operators,Personnel and Human Resources,2.94
57326,53-5022.00,Motorboat Operators,Geography,2.97
57312,53-5022.00,Motorboat Operators,Mechanical,3.46
57352,53-5022.00,Motorboat Operators,Transportation,3.77
57344,53-5022.00,Motorboat Operators,Public Safety and Security,3.82
57332,53-5022.00,Motorboat Operators,Education and Training,3.91
57334,53-5022.00,Motorboat Operators,English Language,4.1
57296,53-5022.00,Motorboat Operators,Customer and Personal Service,4.36
57404,53-5031.00,Ship Engineers,Fine Arts,1.2
57360,53-5031.00,Ship Engineers,Sales and Marketing,1.25
57402,53-5031.00,Ship Engineers,Foreign Language,1.25
57368,53-5031.00,Ship Engineers,Food Production,1.28
57408,53-5031.00,Ship Engineers,Philosophy and Theology,1.28
57406,53-5031.00,Ship Engineers,History and Archeology,1.38
57390,53-5031.00,Ship Engineers,Sociology and Anthropology,1.43
57386,53-5031.00,Ship Engineers,Biology,1.6
57358,53-5031.00,Ship Engineers,Economics and Accounting,1.64
57396,53-5031.00,Ship Engineers,Therapy and Counseling,1.64
57416,53-5031.00,Ship Engineers,Communications and Media,1.69
57394,53-5031.00,Ship Engineers,Medicine and Dentistry,2.18
57412,53-5031.00,Ship Engineers,Law and Government,2.25
57364,53-5031.00,Ship Engineers,Personnel and Human Resources,2.27
57374,53-5031.00,Ship Engineers,Design,2.29
57388,53-5031.00,Ship Engineers,Psychology,2.33
57366,53-5031.00,Ship Engineers,Production and Processing,2.35
57414,53-5031.00,Ship Engineers,Telecommunications,2.51
57356,53-5031.00,Ship Engineers,Administrative,2.55
57362,53-5031.00,Ship Engineers,Customer and Personal Service,2.55
57382,53-5031.00,Ship Engineers,Physics,2.59
57392,53-5031.00,Ship Engineers,Geography,2.61
57398,53-5031.00,Ship Engineers,Education and Training,2.73
57384,53-5031.00,Ship Engineers,Chemistry,2.76
57354,53-5031.00,Ship Engineers,Administration and Management,2.94
57376,53-5031.00,Ship Engineers,Building and Construction,2.97
57370,53-5031.00,Ship Engineers,Computers and Electronics,3.2
57380,53-5031.00,Ship Engineers,Mathematics,3.25
57418,53-5031.00,Ship Engineers,Transportation,3.28
57410,53-5031.00,Ship Engineers,Public Safety and Security,3.46
57372,53-5031.00,Ship Engineers,Engineering and Technology,3.51
57400,53-5031.00,Ship Engineers,English Language,3.55
57378,53-5031.00,Ship Engineers,Mechanical,4.51
57470,53-6011.00,Bridge and Lock Tenders,Fine Arts,1.0
57434,53-6011.00,Bridge and Lock Tenders,Food Production,1.16
57452,53-6011.00,Bridge and Lock Tenders,Biology,1.21
57468,53-6011.00,Bridge and Lock Tenders,Foreign Language,1.21
57456,53-6011.00,Bridge and Lock Tenders,Sociology and Anthropology,1.22
57472,53-6011.00,Bridge and Lock Tenders,History and Archeology,1.26
57426,53-6011.00,Bridge and Lock Tenders,Sales and Marketing,1.28
57474,53-6011.00,Bridge and Lock Tenders,Philosophy and Theology,1.28
57450,53-6011.00,Bridge and Lock Tenders,Chemistry,1.37
57454,53-6011.00,Bridge and Lock Tenders,Psychology,1.37
57460,53-6011.00,Bridge and Lock Tenders,Medicine and Dentistry,1.37
57462,53-6011.00,Bridge and Lock Tenders,Therapy and Counseling,1.39
57448,53-6011.00,Bridge and Lock Tenders,Physics,1.74
57458,53-6011.00,Bridge and Lock Tenders,Geography,1.84
57424,53-6011.00,Bridge and Lock Tenders,Economics and Accounting,1.89
57440,53-6011.00,Bridge and Lock Tenders,Design,1.95
57430,53-6011.00,Bridge and Lock Tenders,Personnel and Human Resources,2.0
57438,53-6011.00,Bridge and Lock Tenders,Engineering and Technology,2.0
57478,53-6011.00,Bridge and Lock Tenders,Law and Government,2.06
57432,53-6011.00,Bridge and Lock Tenders,Production and Processing,2.11
57442,53-6011.00,Bridge and Lock Tenders,Building and Construction,2.16
57446,53-6011.00,Bridge and Lock Tenders,Mathematics,2.42
57482,53-6011.00,Bridge and Lock Tenders,Communications and Media,2.42
57436,53-6011.00,Bridge and Lock Tenders,Computers and Electronics,2.47
57420,53-6011.00,Bridge and Lock Tenders,Administration and Management,2.53
57444,53-6011.00,Bridge and Lock Tenders,Mechanical,2.53
57422,53-6011.00,Bridge and Lock Tenders,Administrative,2.61
57428,53-6011.00,Bridge and Lock Tenders,Customer and Personal Service,2.74
57484,53-6011.00,Bridge and Lock Tenders,Transportation,2.84
